q,n,r,lower_bound,upper_bound,lower_bound_reference,upper_bound_reference
4,6,1,228,256,rule_improved_sphere_covering_bound,rule_trivial_upper
4,6,2,33,52,lit_gijswijt_polak_2025,lit_ostergard_1999
4,6,3,11,14,lit_haas_schlage_puchta_quistorff_2008_2009,lit_bertolo_di_pasquale_santisi_2004_2006
4,6,4,4,4,rule_trivial_lower,rule_trivial_upper
4,6,5,4,4,rule_trivial_lower,rule_trivial_upper
4,6,6,1,1,rule_trivial_lower,rule_trivial_upper
4,7,1,776,992,lit_gijswijt_polak_2025,lit_bertolo_di_pasquale_santisi_2004_2006
4,7,2,88,128,lit_gijswijt_polak_2025,lit_ostergard_1999
4,7,3,19,32,lit_haas_halupczok_schlage_puchta_2009,lit_ostergard_1991
4,7,4,9,10,lit_haas_schlage_puchta_quistorff_2008_2009,lit_rivas_soriano_2006_2008
4,7,5,4,4,rule_trivial_lower,rule_trivial_upper
4,7,6,4,4,rule_trivial_lower,rule_trivial_upper
4,7,7,1,1,rule_trivial_lower,rule_trivial_upper
4,8,1,2731,3456,rule_improved_sphere_covering_bound,lit_ostergard_1999
4,8,2,251,352,lit_gijswijt_polak_2025,lit_bertolo_di_pasquale_santisi_2004_2006
4,8,3,46,96,lit_gijswijt_polak_2025,lit_ostergard_1991
4,8,4,13,28,lit_keri_2008,lit_ostergard_1991
4,8,5,8,8,lit_keri_ostergard_2003,rule_trivial_upper
4,8,6,4,4,lit_haas_halupczok_schlage_puchta_2009,rule_trivial_upper
4,8,7,4,4,rule_trivial_lower,rule_trivial_upper
4,8,8,1,1,rule_trivial_lower,rule_trivial_upper
4,9,1,9368,12288,lit_lang_quistorff_schneider_2006,lit_ostergard_1999
4,9,2,775,1024,lit_gijswijt_polak_2025,lit_ostergard_1999
4,9,3,116,256,lit_gijswijt_polak_2025,lit_ostergard_1991;lit_bartoli_davydov_marcugini_pambianco_2020
4,9,4,27,64,lit_gijswijt_polak_2025,lit_ostergard_1991
4,9,5,10,16,lit_haas_halupczok_schlage_puchta_2009,rule_trivial_upper
4,9,6,4,4,lit_haas_halupczok_schlage_puchta_2009,rule_trivial_upper
4,9,7,4,4,rule_trivial_lower,rule_trivial_upper
4,9,8,4,4,rule_trivial_lower,rule_trivial_upper
4,10,1,34953,49152,rule_improved_sphere_covering_bound,rule_trivial_upper
4,10,2,2460,4096,lit_gijswijt_polak_2025,rule_trivial_upper
4,10,3,313,832,rule_improved_sphere_covering_bound,lit_bertolo_di_pasquale_santisi_2004_2006
4,10,4,62,208,lit_gijswijt_polak_2025,lit_ostergard_1999
4,10,5,18,54,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2006_2008
4,10,6,8,16,lit_keri_ostergard_2003,rule_trivial_upper
4,10,7,4,4,rule_trivial_lower,rule_trivial_upper
4,10,8,4,4,rule_trivial_lower,rule_trivial_upper
4,11,1,124941,131072,lit_gijswijt_polak_2025,lit_valinen_2002
4,11,2,8072,15872,lit_gijswijt_polak_2025,lit_bertolo_di_pasquale_santisi_2004_2006
4,11,3,885,2048,lit_gijswijt_polak_2025,lit_bertolo_di_pasquale_santisi_2004_2006
4,11,4,150,512,lit_gijswijt_polak_2025,rule_amalgamated_direct_sum
4,11,5,37,128,lit_gijswijt_polak_2025,rule_amalgamated_direct_sum
4,11,6,14,32,lit_haas_halupczok_schlage_puchta_2009,rule_amalgamated_direct_sum
4,11,7,8,11,lit_keri_ostergard_2003,lit_rivas_soriano_2006_2008
4,11,8,4,4,rule_trivial_lower,rule_trivial_upper
5,1,1,1,1,rule_trivial_lower,rule_trivial_upper
5,2,1,5,5,rule_trivial_lower,rule_trivial_upper
5,2,2,1,1,rule_trivial_lower,rule_trivial_upper
5,3,1,13,13,lit_kalbfleisch_stanton_1969,rule_trivial_upper
5,3,2,5,5,lit_kalbfleisch_stanton_1969,rule_trivial_upper
5,3,3,1,1,rule_trivial_lower,rule_trivial_upper
5,4,1,46,51,lit_kamps_van_lint_1970,lit_stanton_horton_kalbfleisch_1969
5,4,2,11,11,lit_haas_schlage_puchta_quistorff_2008_2009,lit_ostergard_1994
5,4,3,5,5,rule_trivial_lower,rule_trivial_upper
5,4,4,1,1,rule_trivial_lower,rule_trivial_upper
5,5,1,162,184,lit_gijswijt_polak_2025,lit_stanton_horton_kalbfleisch_1969
5,5,2,22,35,lit_haas_halupczok_schlage_puchta_2009,lit_ostergard_1991
5,5,3,9,9,lit_haas_schlage_puchta_quistorff_2008_2009,lit_haas_schlage_puchta_quistorff_2008_2009
5,5,4,5,5,rule_trivial_lower,rule_trivial_upper
5,5,5,1,1,rule_trivial_lower,rule_trivial_upper
5,6,1,625,625,rule_hamming_code,rule_hamming_code
5,6,2,71,125,lit_haas_halupczok_schlage_puchta_2009,lit_ostergard_1991
5,6,3,16,25,lit_haas_halupczok_schlage_puchta_2009,lit_ostergard_1991
5,6,4,5,5,rule_trivial_lower,rule_trivial_upper
5,6,5,5,5,rule_trivial_lower,rule_trivial_upper
5,6,6,1,1,rule_trivial_lower,rule_trivial_upper
5,7,1,2765,3125,lit_gijswijt_polak_2025,rule_trivial_upper
5,7,2,236,525,lit_gijswijt_polak_2025,lit_ostergard_1999
5,7,3,38,100,lit_haas_halupczok_schlage_puchta_2009,lit_gommard_plagne_2003
5,7,4,12,21,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2006_2008
5,7,5,5,5,rule_trivial_lower,rule_trivial_upper
5,7,6,5,5,rule_trivial_lower,rule_trivial_upper
5,7,7,1,1,rule_trivial_lower,rule_trivial_upper
5,8,1,12134,15625,lit_gijswijt_polak_2025,rule_trivial_upper
5,8,2,861,1625,lit_gijswijt_polak_2025,lit_rivas_soriano_2006_2008
5,8,3,111,325,lit_gijswijt_polak_2025,lit_bhandari_durairajan_1996
5,8,4,25,65,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,8,5,11,15,lit_haas_schlage_puchta_quistorff_2008_2009,lit_rivas_soriano_2006_2008
5,8,6,5,5,rule_trivial_lower,rule_trivial_upper
5,8,7,5,5,rule_trivial_lower,rule_trivial_upper
5,8,8,1,1,rule_trivial_lower,rule_trivial_upper
5,9,1,53896,78125,lit_gijswijt_polak_2025,rule_trivial_upper
5,9,2,3367,6375,rule_improved_sphere_covering_bound,lit_rivas_soriano_2006_2008
5,9,3,354,1275,lit_gijswijt_polak_2025,lit_bhandari_durairajan_1996
5,9,4,64,255,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,9,5,19,55,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,9,6,10,12,lit_haas_schlage_puchta_quistorff_2008_2009,lit_rivas_soriano_2006_2008
5,9,7,5,5,rule_trivial_lower,rule_trivial_upper
5,9,8,5,5,rule_trivial_lower,rule_trivial_upper
5,10,1,241122,390625,lit_gijswijt_polak_2025,rule_trivial_upper
5,10,2,13161,23000,rule_improved_sphere_covering_bound,lit_rivas_soriano_2006_2008
5,10,3,1215,3125,lit_gijswijt_polak_2025,lit_davydov_ostergard_2000;lit_bartoli_davydov_marcugini_pambianco_2020
5,10,4,177,875,lit_gijswijt_polak_2025,lit_bhandari_durairajan_1996
5,10,5,41,175,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,10,6,16,45,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,10,7,9,9,lit_haas_schlage_puchta_quistorff_2008_2009,rule_trivial_upper
5,10,8,5,5,rule_improved_sphere_covering_bound,rule_trivial_upper
5,11,1,1087416,1525877,rule_improved_sphere_covering_bound,rule_known_smaller_q_bound
5,11,2,53309,78125,lit_gijswijt_polak_2025,lit_rivas_soriano_2006_2008
5,11,3,4366,15625,lit_gijswijt_polak_2025,lit_rivas_soriano_2006_2008
5,11,4,546,3125,lit_gijswijt_polak_2025,lit_bhandari_durairajan_1996
5,11,5,103,625,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,11,6,29,125,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,11,7,12,25,lit_haas_halupczok_schlage_puchta_2009,lit_bhandari_durairajan_1996
5,11,8,5,5,rule_trivial_lower,rule_trivial_upper
6,1,1,1,1,rule_trivial_lower,rule_trivial_upper
6,2,1,6,6,rule_trivial_lower,rule_trivial_upper
6,2,2,1,1,rule_trivial_lower,rule_trivial_upper
6,3,1,18,18,lit_kalbfleisch_stanton_1969,rule_trivial_upper
6,3,2,6,6,lit_kalbfleisch_stanton_1969,rule_trivial_upper
6,3,3,1,1,rule_trivial_lower,rule_trivial_upper
6,4,1,72,72,lit_blokhuis_lam_1984,lit_blokhuis_lam_1984
6,4,2,15,15,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
6,4,3,6,6,rule_trivial_lower,rule_trivial_upper
6,4,4,1,1,rule_trivial_lower,rule_trivial_upper
6,5,1,330,414,lit_quistorff_2001,rule_adjoint_code_constructions
6,5,2,36,66,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
6,5,3,12,12,lit_haas_schlage_puchta_quistorff_2008_2009,lit_rivas_soriano_2005_2008
6,5,4,6,6,rule_trivial_lower,rule_trivial_upper
6,5,5,1,1,rule_trivial_lower,rule_trivial_upper
6,6,1,1578,1840,lit_quistorff_2001,rule_adjoint_code_constructions
6,6,2,133,274,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
6,6,3,24,41,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
6,6,4,10,10,lit_haas_schlage_puchta_quistorff_2008_2009,lit_haas_schlage_puchta_quistorff_2008_2009
6,6,5,6,6,rule_trivial_lower,rule_trivial_upper
6,6,6,1,1,rule_trivial_lower,rule_trivial_upper
6,7,1,7777,11040,rule_nonexistence_perfect_code,rule_length_monotonicity
6,7,2,528,1296,rule_improved_sphere_covering_bound,rule_direct_sum
6,7,3,70,246,lit_haas_halupczok_schlage_puchta_2009,rule_length_monotonicity
6,7,4,18,36,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
6,7,5,6,6,rule_trivial_lower,rule_trivial_upper
6,7,6,6,6,rule_trivial_lower,rule_trivial_upper
6,7,7,1,1,rule_trivial_lower,rule_trivial_upper
6,8,1,41991,62208,rule_improved_sphere_covering_bound,rule_q_ary_lifting
6,8,2,2276,5184,rule_improved_sphere_covering_bound,rule_direct_sum
6,8,3,246,1080,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
6,8,4,46,216,lit_haas_halupczok_schlage_puchta_2009,rule_length_monotonicity
6,8,5,15,30,lit_haas_halupczok_schlage_puchta_2009,lit_keri_2009
6,8,6,6,6,rule_trivial_lower,rule_trivial_upper
6,8,7,6,6,rule_trivial_lower,rule_trivial_upper
6,8,8,1,1,rule_trivial_lower,rule_trivial_upper
6,9,1,219096,324864,lit_haas_2000,rule_q_ary_lifting
6,9,2,10900,29808,rule_improved_sphere_covering_bound,rule_direct_sum
6,9,3,921,4752,rule_improved_sphere_covering_bound,rule_direct_sum
6,9,4,136,738,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
6,9,5,32,144,lit_haas_halupczok_schlage_puchta_2009,rule_q_ary_lifting
6,9,6,12,22,lit_haas_schlage_puchta_quistorff_2008_2009,rule_trivial_upper
6,9,7,6,6,rule_nonexistence_perfect_code,rule_trivial_upper
6,9,8,6,6,rule_trivial_lower,rule_trivial_upper
6,10,1,1209324,1866240,rule_improved_sphere_covering_bound,rule_q_ary_lifting
6,10,2,53463,132480,rule_improved_sphere_covering_bound,rule_direct_sum
6,10,3,3815,19347,rule_improved_sphere_covering_bound,rule_known_smaller_q_bound
6,10,4,417,2952,lit_lang_quistorff_schneider_2006_2007,rule_direct_sum
6,10,5,83,615,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
6,10,6,25,72,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
6,10,7,12,18,lit_haas_schlage_puchta_quistorff_2008_2009,rule_trivial_upper
6,10,8,6,6,lit_quistorff_2001,rule_trivial_upper
7,1,1,1,1,rule_trivial_lower,rule_trivial_upper
7,2,1,7,7,rule_trivial_lower,rule_trivial_upper
7,2,2,1,1,rule_trivial_lower,rule_trivial_upper
7,3,1,25,25,lit_kalbfleisch_stanton_1969,rule_trivial_upper
7,3,2,7,7,lit_kalbfleisch_stanton_1969,rule_trivial_upper
7,3,3,1,1,rule_trivial_lower,rule_trivial_upper
7,4,1,115,123,lit_rodemich_1970,rule_adjoint_code_constructions
7,4,2,17,19,lit_rodemich_1970,lit_keri_ostergard_2005
7,4,3,7,7,rule_trivial_lower,rule_trivial_upper
7,4,4,1,1,rule_trivial_lower,rule_trivial_upper
7,5,1,606,769,lit_quistorff_2001,rule_adjoint_code_constructions
7,5,2,55,97,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
7,5,3,15,17,lit_haas_schlage_puchta_quistorff_2008_2009,lit_rivas_soriano_2005_2008
7,5,4,7,7,rule_trivial_lower,rule_trivial_upper
7,5,5,1,1,rule_trivial_lower,rule_trivial_upper
7,6,1,3412,4435,lit_quistorff_2001,rule_adjoint_code_constructions
7,6,2,233,343,lit_haas_halupczok_schlage_puchta_2009,rule_linear_code
7,6,3,36,77,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
7,6,4,13,15,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
7,6,5,7,7,rule_trivial_lower,rule_trivial_upper
7,6,6,1,1,rule_trivial_lower,rule_trivial_upper
7,7,1,19818,31045,lit_quistorff_2001,rule_length_monotonicity
7,7,2,1035,2401,lit_chen_honkala_1990,rule_length_monotonicity
7,7,3,127,343,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity;lit_bartoli_davydov_marcugini_pambianco_2020
7,7,4,25,49,lit_haas_halupczok_schlage_puchta_2009,rule_linear_code
7,7,5,11,11,lit_haas_schlage_puchta_quistorff_2008_2009,lit_haas_schlage_puchta_quistorff_2008_2009
7,7,6,7,7,rule_trivial_lower,rule_trivial_upper
7,7,7,1,1,rule_trivial_lower,rule_trivial_upper
7,8,1,117649,117649,rule_hamming_code,rule_hamming_code
7,8,2,5457,15129,lit_chen_honkala_1990,rule_direct_sum
7,8,3,457,2337,rule_improved_sphere_covering_bound,rule_direct_sum
7,8,4,76,343,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
7,8,5,20,49,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
7,8,6,7,7,rule_trivial_lower,rule_trivial_upper
7,8,7,7,7,rule_trivial_lower,rule_trivial_upper
7,8,8,1,1,rule_trivial_lower,rule_trivial_upper
7,9,1,733726,823543,lit_haas_2000,rule_length_monotonicity
7,9,2,29889,94587,lit_lang_quistorff_schneider_2006_2007,rule_direct_sum
7,9,3,2077,8575,rule_improved_sphere_covering_bound,rule_direct_sum
7,9,4,264,1843,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
7,9,5,52,323,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
7,9,6,17,37,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
7,9,7,7,7,rule_trivial_lower,rule_trivial_upper
7,9,8,7,7,rule_trivial_lower,rule_trivial_upper
7,10,1,4630843,5764801,lit_haas_2000,rule_length_monotonicity
7,10,2,168042,420175,lit_chen_honkala_1990,lit_rivas_soriano_2005_2008
7,10,3,10577,42189,rule_improved_sphere_covering_bound,rule_direct_sum
7,10,4,1007,6517,rule_improved_sphere_covering_bound,rule_direct_sum
7,10,5,160,1225,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
7,10,6,39,175,lit_haas_halupczok_schlage_puchta_2009,lit_ostergard_1999
7,10,7,15,33,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_2009
7,10,8,7,7,rule_trivial_lower,rule_trivial_upper
8,1,1,1,1,rule_trivial_lower,rule_trivial_upper
8,2,1,8,8,rule_trivial_lower,rule_trivial_upper
8,2,2,1,1,rule_trivial_lower,rule_trivial_upper
8,3,1,32,32,lit_kalbfleisch_stanton_1969,rule_trivial_upper
8,3,2,8,8,lit_kalbfleisch_stanton_1969,rule_trivial_upper
8,3,3,1,1,rule_trivial_lower,rule_trivial_upper
8,4,1,171,192,lit_rodemich_1970,rule_adjoint_code_constructions
8,4,2,22,23,lit_rodemich_1970,lit_keri_ostergard_2005
8,4,3,8,8,rule_trivial_lower,rule_trivial_upper
8,4,4,1,1,rule_trivial_lower,rule_trivial_upper
8,5,1,1024,1024,lit_blokhuis_lam_1984,lit_blokhuis_lam_1984
8,5,2,83,128,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
8,5,3,17,22,lit_rodemich_1970,lit_rivas_soriano_2005_2008
8,5,4,8,8,rule_trivial_lower,rule_trivial_upper
8,5,5,1,1,rule_trivial_lower,rule_trivial_upper
8,6,1,6626,8192,lit_quistorff_2001,rule_length_monotonicity
8,6,2,382,512,lit_haas_halupczok_schlage_puchta_2009,rule_linear_code
8,6,3,52,107,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
8,6,4,15,20,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
8,6,5,8,8,rule_trivial_lower,rule_trivial_upper
8,6,6,1,1,rule_trivial_lower,rule_trivial_upper
8,7,1,44237,63488,lit_quistorff_2001,rule_q_ary_lifting
8,7,2,1984,4096,rule_improved_sphere_covering_bound,rule_length_monotonicity
8,7,3,196,512,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity;lit_bartoli_davydov_marcugini_pambianco_2020
8,7,4,37,92,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
8,7,5,14,16,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
8,7,6,8,8,rule_trivial_lower,rule_trivial_upper
8,7,7,1,1,rule_trivial_lower,rule_trivial_upper
8,8,1,302036,342272,lit_quistorff_2001,rule_adjoint_code_constructions
8,8,2,11766,29920,rule_improved_sphere_covering_bound,rule_q_ary_lifting
8,8,3,829,4096,rule_improved_sphere_covering_bound,rule_radius_length_monotonicity
8,8,4,118,512,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
8,8,5,29,90,lit_haas_halupczok_schlage_puchta_2009,lit_keri_2009
8,8,6,12,12,lit_haas_schlage_puchta_quistorff_2008_2009,lit_haas_schlage_puchta_quistorff_2008_2009
8,8,7,8,8,rule_trivial_lower,rule_trivial_upper
8,8,8,1,1,rule_trivial_lower,rule_trivial_upper
8,9,1,2097152,2097152,rule_hamming_code,rule_hamming_code
8,9,2,75783,174080,rule_improved_sphere_covering_bound,rule_q_ary_lifting
8,9,3,4523,16384,rule_improved_sphere_covering_bound,rule_direct_sum
8,9,4,409,2944,lit_lang_quistorff_schneider_2006_2007,rule_direct_sum
8,9,5,80,384,lit_haas_halupczok_schlage_puchta_2009,rule_q_ary_lifting
8,9,6,22,48,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
8,9,7,8,8,rule_trivial_lower,rule_trivial_upper
8,9,8,8,8,rule_trivial_lower,rule_trivial_upper
8,10,1,15339169,16777216,rule_improved_sphere_covering_bound,rule_length_monotonicity
8,10,2,478586,1048576,rule_improved_sphere_covering_bound,rule_direct_sum
8,10,3,25767,98304,rule_improved_sphere_covering_bound,rule_direct_sum
8,10,4,2045,11776,rule_improved_sphere_covering_bound,rule_direct_sum
8,10,5,287,2461,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
8,10,6,58,342,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
8,10,7,20,44,lit_haas_halupczok_schlage_puchta_2009,lit_keri_2009
8,10,8,8,8,rule_trivial_lower,rule_trivial_upper
9,1,1,1,1,rule_trivial_lower,rule_trivial_upper
9,2,1,9,9,rule_trivial_lower,rule_trivial_upper
9,2,2,1,1,rule_trivial_lower,rule_trivial_upper
9,3,1,41,41,lit_kalbfleisch_stanton_1969,rule_trivial_upper
9,3,2,9,9,lit_kalbfleisch_stanton_1969,rule_trivial_upper
9,3,3,1,1,rule_trivial_lower,rule_trivial_upper
9,4,1,243,243,lit_blokhuis_lam_1984,lit_blokhuis_lam_1984
9,4,2,27,27,lit_rodemich_1970,lit_keri_ostergard_2005
9,4,3,9,9,rule_trivial_lower,rule_trivial_upper
9,4,4,1,1,rule_trivial_lower,rule_trivial_upper
9,5,1,1641,1809,lit_rodemich_1970,rule_adjoint_code_constructions
9,5,2,113,189,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
9,5,3,21,27,lit_rodemich_1970,rule_radius_length_monotonicity
9,5,4,9,9,rule_trivial_lower,rule_trivial_upper
9,5,5,1,1,rule_trivial_lower,rule_trivial_upper
9,6,1,11877,16010,lit_quistorff_2001,rule_adjoint_code_constructions
9,6,2,585,729,lit_haas_halupczok_schlage_puchta_2009,rule_linear_code
9,6,3,71,147,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
9,6,4,18,24,lit_haas_schlage_puchta_quistorff_2008_2009,rule_trivial_upper
9,6,5,9,9,rule_nonexistence_perfect_code,rule_trivial_upper
9,6,6,1,1,rule_trivial_lower,rule_trivial_upper
9,7,1,89526,135594,lit_quistorff_2001,rule_q_ary_lifting
9,7,2,3536,6561,rule_improved_sphere_covering_bound,rule_length_monotonicity
9,7,3,308,729,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity;lit_bartoli_davydov_marcugini_pambianco_2020
9,7,4,51,120,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
9,7,5,16,21,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
9,7,6,9,9,rule_trivial_lower,rule_trivial_upper
9,7,7,1,1,rule_trivial_lower,rule_trivial_upper
9,8,1,690377,875259,lit_quistorff_2001,rule_adjoint_code_constructions
9,8,2,23184,59049,lit_chen_honkala_1990,rule_length_monotonicity
9,8,3,1413,6561,lit_chen_honkala_1990,rule_radius_length_monotonicity
9,8,4,181,729,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
9,8,5,39,120,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
9,8,6,15,17,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
9,8,7,9,9,rule_trivial_lower,rule_trivial_upper
9,8,8,1,1,rule_trivial_lower,rule_trivial_upper
9,9,1,5415428,6053198,lit_quistorff_2001,rule_adjoint_code_constructions
9,9,2,165310,439587,rule_improved_sphere_covering_bound,rule_direct_sum
9,9,3,8544,29889,rule_improved_sphere_covering_bound,rule_direct_sum
9,9,4,703,5103,lit_lang_quistorff_schneider_2006_2007,rule_direct_sum
9,9,5,120,729,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
9,9,6,31,81,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
9,9,7,13,13,lit_haas_schlage_puchta_quistorff_2008_2009,lit_haas_schlage_puchta_quistorff_2008_2009
9,9,8,9,9,rule_trivial_lower,rule_trivial_upper
9,10,1,43046721,43046721,rule_hamming_code,rule_hamming_code
9,10,2,1206918,3272481,rule_improved_sphere_covering_bound,rule_direct_sum
9,10,3,54144,177147,lit_chen_honkala_1990,rule_direct_sum
9,10,4,3872,19683,rule_improved_sphere_covering_bound,rule_direct_sum
9,10,5,481,3969,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
9,10,6,87,477,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
9,10,7,25,77,lit_haas_halupczok_schlage_puchta_2009,lit_keri_2009
9,10,8,9,9,rule_trivial_lower,rule_trivial_upper
10,1,1,1,1,rule_trivial_lower,rule_trivial_upper
10,2,1,10,10,rule_trivial_lower,rule_trivial_upper
10,2,2,1,1,rule_trivial_lower,rule_trivial_upper
10,3,1,50,50,lit_kalbfleisch_stanton_1969,rule_trivial_upper
10,3,2,10,10,lit_kalbfleisch_stanton_1969,rule_trivial_upper
10,3,3,1,1,rule_trivial_lower,rule_trivial_upper
10,4,1,334,352,lit_rodemich_1970,rule_adjoint_code_constructions
10,4,2,34,34,lit_rodemich_1970,lit_keri_ostergard_2005
10,4,3,10,10,rule_trivial_lower,rule_trivial_upper
10,4,4,1,1,rule_trivial_lower,rule_trivial_upper
10,5,1,2501,2944,lit_rodemich_1970,rule_adjoint_code_constructions
10,5,2,149,250,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
10,5,3,26,32,lit_rodemich_1970,lit_rivas_soriano_2005_2008
10,5,4,10,10,rule_trivial_lower,rule_trivial_upper
10,5,5,1,1,rule_trivial_lower,rule_trivial_upper
10,6,1,20000,20000,lit_blokhuis_lam_1984,lit_blokhuis_lam_1984
10,6,2,890,1350,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
10,6,3,92,209,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
10,6,4,21,28,lit_rodemich_1970,rule_trivial_upper
10,6,5,10,10,rule_nonexistence_perfect_code,rule_trivial_upper
10,6,6,1,1,rule_trivial_lower,rule_trivial_upper
10,7,1,167925,200000,lit_quistorff_2001,rule_length_monotonicity
10,7,2,5676,13500,rule_improved_sphere_covering_bound,rule_length_monotonicity
10,7,3,451,1350,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
10,7,4,66,168,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
10,7,5,19,26,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
10,7,6,10,10,rule_trivial_lower,rule_trivial_upper
10,7,7,1,1,rule_trivial_lower,rule_trivial_upper
10,8,1,1442623,2000000,lit_quistorff_2001,rule_length_monotonicity
10,8,2,42772,123904,rule_improved_sphere_covering_bound,rule_direct_sum
10,8,3,2415,11968,rule_improved_sphere_covering_bound,rule_direct_sum
10,8,4,265,1156,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
10,8,5,48,168,lit_haas_halupczok_schlage_puchta_2009,rule_radius_length_monotonicity
10,8,6,17,22,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
10,8,7,10,10,rule_trivial_lower,rule_trivial_upper
10,8,8,1,1,rule_trivial_lower,rule_trivial_upper
10,9,1,12608696,15614398,lit_quistorff_2001,rule_adjoint_code_constructions
10,9,2,333560,1000000,lit_chen_honkala_1990,rule_direct_sum
10,9,3,15959,67500,rule_improved_sphere_covering_bound,rule_direct_sum
10,9,4,1130,8500,lit_lang_quistorff_schneider_2006_2007,rule_direct_sum
10,9,5,174,1088,lit_haas_halupczok_schlage_puchta_2009,rule_direct_sum
10,9,6,39,114,lit_haas_halupczok_schlage_puchta_2009,lit_rivas_soriano_2005_2008
10,9,7,16,18,lit_haas_schlage_puchta_quistorff_2008_2009,lit_keri_ostergard_2005
10,9,8,10,10,rule_trivial_lower,rule_trivial_upper
10,10,1,111688312,123456288,lit_quistorff_2001,rule_adjoint_code_constructions
10,10,2,2676660,7040000,rule_sphere_covering_bound,rule_direct_sum
10,10,3,110867,475200,rule_improved_sphere_covering_bound,rule_direct_sum
10,10,4,6886,45900,rule_improved_sphere_covering_bound,rule_direct_sum
10,10,5,632,7106,rule_improved_sphere_covering_bound,rule_direct_sum
10,10,6,122,826,lit_haas_halupczok_schlage_puchta_2009,lit_keri_ostergard_2005
10,10,7,33,110,lit_haas_halupczok_schlage_puchta_2009,lit_keri_2009
